pathway,gene,baseMean,mean_norm_Sacral,mean_norm_Free,mean_norm_Pygo,norm_Sacral_1,norm_Sacral_2,norm_Sacral_3,norm_Sacral_4,norm_Free_1,norm_Free_2,norm_Free_3,norm_Free_4,norm_Pygo_1,norm_Pygo_2,norm_Pygo_3,norm_Pygo_4,Sacral_vs_Free__log2FC,Sacral_vs_Free__log2FC_shrunken,Sacral_vs_Free__lfcSE_shrunken,Sacral_vs_Free__stat,Sacral_vs_Free__pvalue,Sacral_vs_Free__padj,Sacral_vs_Free__DE_call,Pygo_vs_Free__log2FC,Pygo_vs_Free__log2FC_shrunken,Pygo_vs_Free__lfcSE_shrunken,Pygo_vs_Free__stat,Pygo_vs_Free__pvalue,Pygo_vs_Free__padj,Pygo_vs_Free__DE_call,Sacral_vs_Pygo__log2FC,Sacral_vs_Pygo__log2FC_shrunken,Sacral_vs_Pygo__lfcSE_shrunken,Sacral_vs_Pygo__stat,Sacral_vs_Pygo__pvalue,Sacral_vs_Pygo__padj,Sacral_vs_Pygo__DE_call
Osteogenesis,COL1A2,898194.922210406,289948.992835294,1392056.17712787,1012579.59666805,168467.294697645,484322.414079532,311410.768414686,195595.494149311,671223.518797137,1550747.79603569,1791178.01980075,1555075.37387792,1285612.2597757,1321636.6000862,870671.123014669,572398.403795638,-2.26334290322562,-2.14609738505472,0.391361121947969,-5.88795320580166,3.91007784954782e-09,5.66913252830016e-08,Free_up,-0.459180510339717,-0.321293245550455,0.337771723896557,-1.19453614388447,0.232268311002348,0.363558435868661,not_sig,-1.80416239288591,-1.63908482748067,0.400958888134486,-4.69341908010386,2.6867629566444e-06,6.09698811083064e-05,Pygo_up
Osteogenesis,COL1A1,780908.893125869,286571.25986815,1283746.48528162,772408.934227836,155302.67442201,478774.918916489,293573.208767026,218634.237367074,719315.375094056,1509978.63358177,1570846.77787007,1334845.15458058,782464.585883915,1034541.49150877,782025.83137266,490603.828146005,-2.16339113810779,-2.0638813331051,0.355122319705867,-6.18493860588633,6.212664396831991e-10,1.01835923904738e-08,Free_up,-0.732921896162003,-0.579052580242127,0.337718446787742,-2.09536665712346,0.0361384111570443,0.0845348133899701,not_sig,-1.43046924194579,-1.26541571557519,0.366652850216473,-4.08957630048637,4.32161892173117e-05,0.0005617152699809,Pygo_up
Osteogenesis,SPP1,36159.1961587037,33476.7958075023,13813.2027634681,61187.5899051407,19825.5960250276,34933.0851976703,40228.8686841812,38919.6333231302,5054.5632736434,6198.59586262962,39556.5452572967,4443.10666030279,56625.0911584305,52785.6454810373,73447.1058789055,61892.5171021897,1.27713401820543,0.950932727283,0.564411509301014,2.2681067097271,,,not_sig,2.14721475063081,1.85576925470285,0.600537484579895,3.81335399760855,,,not_sig,-0.870080732425375,-0.342706841399015,0.440326948309304,-1.54527768446897,,,not_sig
Osteogenesis,POSTN,28653.91417498,3820.93380079318,75857.0062063719,6283.80251777498,2879.44066986337,4553.04747072843,5436.66461266625,2414.58244991465,45173.267580316,94237.0561322579,46608.6823470879,117409.018765826,5940.20146054324,5869.16000444875,5933.62467462282,7392.22393148511,-4.31124194568282,-4.25925689114847,0.335354770577135,-12.9197055498071,3.48472444902692e-38,8.06406234263053e-36,Free_up,-3.59358338825653,-3.53106637057711,0.336145025336783,-10.7715159710036,4.6921093438577e-27,1.2585516926411e-24,Free_up,-0.717658557426292,-0.513319896368052,0.3303844824874,-2.14988646780905,0.031564196284031,0.0873846222247559,not_sig
Osteogenesis,ALPL,12181.694431917,12112.6074605086,3838.14393629826,20594.3318989441,16287.0399350985,9621.79033307439,10576.0551209741,11965.5444528873,1105.82083595748,2414.01960625153,9454.2433545331,2378.49194845094,18766.3681643043,19940.9396039763,17858.0574816171,25811.9623458789,1.65810010235765,1.43734342836059,0.497247234970335,3.44825885596737,,,not_sig,2.42383805932837,2.23445526601197,0.498555557857471,5.04090557823154,,,not_sig,-0.765737956970719,-0.372691799206352,0.410644679522178,-1.59284534395623,,,not_sig
Osteogenesis,RUNX2,8346.91326452251,13542.0101526509,2866.36654487148,8632.36309604515,10639.873073349,13487.9978889438,13586.6512939517,16453.5183543591,1290.66478800903,2349.28231264704,6187.37883448409,1638.14024434577,7186.46323941512,7725.14601547796,9457.9757249834,10159.8674043041,2.24023736021253,2.1169216139061,0.402959096208504,5.67317564898457,1.40174371422034e-08,1.86509349664357e-07,Sacral_up,1.59064540775082,1.42229600670204,0.409424092068341,4.02784380477343,5.6290718355186e-05,0.0003880508516518,Pygo_up,0.649591952461712,0.393703398705398,0.358364149895306,1.64566803064643,0.0998321243914341,0.203703100288331,not_sig
Osteogenesis,SMAD5,7493.93178420701,9512.92406095178,7104.28672831834,5864.5845633509,9399.84236780163,10144.2711903711,9232.19802748895,9275.38465814546,7082.44195229075,8123.67854086831,6553.8396971982,6657.18672291611,4216.3625091435,5185.46575695574,5569.50059807638,8487.009389228,0.42118156559031,0.401232903836301,0.189986280328697,2.16650338799459,0.0302727412438976,0.0765215018548896,not_sig,-0.276640683311774,-0.25607199907371,0.185938456943752,-1.42231390253315,0.15493514473062,0.267745032215778,not_sig,0.697822248902084,0.621217045994492,0.195792984293315,3.58869253266375,0.0003323405128192,0.0027602271163216,Sacral_up
Osteogenesis,IBSP,4580.71998348926,3453.53228230551,1750.91388651204,8537.71378165022,2917.60978317226,3594.03498807128,3784.39955323625,3518.08480474224,722.080467663342,539.193511205792,5057.83026069149,684.551306487557,7022.79915220051,8011.80130072221,10018.8781708413,9097.37650283686,0.980151845696915,0.683101186792891,0.522531278309866,1.75552012013219,0.0791703822048285,0.164849832530238,not_sig,2.28594451054504,2.01700498286669,0.591139433694529,4.09486128970733,4.22421215479563e-05,0.0003049183599443,Pygo_up,-1.30579266484813,-0.757019325431401,0.645515799036105,-2.33965798097571,0.0193014064788378,0.0610710989981888,not_sig
Osteogenesis,SMAD1,2695.34622484659,2720.56995575443,2973.42947900858,2392.03923977677,2217.53238784822,2656.13284308267,3176.49071061577,2832.12388147104,2825.62626118559,2866.32885498814,2551.81893426538,3649.94386559523,1998.84827827675,2243.61241167293,2542.98200340978,2782.71426574764,-0.128515802828132,-0.120825326112868,0.162620244339162,-0.768549975892259,0.442160511832962,0.590130621917623,not_sig,-0.313710418617027,-0.289212387612353,0.162245384787389,-1.87495154341519,0.0607993901293832,0.128020410759497,not_sig,0.185194615788895,0.166915523894076,0.156895817447027,1.10657902199738,0.268475981306103,0.416084928520691,not_sig
Osteogenesis,BMP2,1352.13410287992,1845.6457646437,1094.56769864495,1116.18884535112,1613.34325278798,2225.63274277038,1678.9863272375,1864.62073577895,824.771552136422,1423.36865280392,1379.81452881687,750.316060822606,916.250586619474,841.140732522689,1152.9194201967,1554.4446420656,0.753750784910693,0.686219424155877,0.262140010028641,2.82802376253825,0.0046836329854217,0.0161484769190613,Sacral_up,0.0280642904330327,0.0242624398375588,0.240105488221455,0.105148904431007,0.916257654228433,0.945664436834628,not_sig,0.72568649447766,0.598058572393123,0.269137848408089,2.72275704357217,0.006473964880005,0.0267243725527202,Sacral_up
Osteogenesis,DLX5,622.359418222599,1029.38008226314,228.187960130025,609.51021227463,919.782535345945,790.129781308726,1065.5105538238,1342.0974585741,76.7480736588283,178.879363907135,529.580636971011,127.543765983126,343.426281368354,692.251121679405,727.407219890694,674.956226160065,2.17421644334221,1.98263924254842,0.501694906782186,4.47827016288988,7.52503303931569e-06,5.5785452217339e-05,Sacral_up,1.41886230944982,1.13382363818654,0.512003324968351,2.92014368703527,0.0034987003078106,0.0124953445784397,Pygo_up,0.75535413389239,0.364268655720341,0.408504335675062,1.56055692631534,0.118628328537532,0.231448455891331,not_sig
Osteogenesis,BMP4,381.857821367305,182.372783443009,598.460337058288,364.740343600619,178.743164763584,204.31791100636,193.729191604327,152.700866397764,628.037053461679,893.545013040879,408.916694370021,463.342587360574,417.209271506086,379.069526457326,339.737013683053,322.945562756012,-1.71380100464629,-1.64933360831839,0.258237292502429,-6.69574540655051,2.14575018239507e-11,4.38893304204968e-10,Free_up,-0.716143672239333,-0.634543894262464,0.250136698774734,-2.82769020067963,0.0046885154467186,0.0159509539643049,Free_up,-0.997657332406953,-0.889726318934646,0.264406503850754,-3.88045889687453,0.0001042595641561,0.0011226928614698,Pygo_up
Osteogenesis,BGLAP,380.192985642059,418.978717051868,135.693846768483,585.906393105825,310.938630369986,879.84871640008,306.181193627528,178.94632780988,144.848477046239,126.919167724586,193.285759907141,77.7219823959672,566.116760693145,718.777431657232,701.338290622935,357.393089449987,1.62905635757393,1.42561410576166,0.474098531712024,3.53524198147168,0.0004074018948375,0.0019521547555309,Sacral_up,2.11149099777752,1.92250371260965,0.478647431271164,4.58568462971074,4.5250119754532e-06,4.45406099535436e-05,Pygo_up,-0.48243464020359,-0.21676672223703,0.334712611164166,-1.05433113319249,0.291731339668659,0.441808452556077,not_sig
